"New Zealand","20120724 22:45:00","Trade Balance (YoY)","","$ -0.870 ","$ -0.810 ","2"
"Japan","20120724 23:50:00","Merchandise Trade Balance Total","","¥ -140.000 ","¥ -907.300 ","1"
"Japan","20120724 23:50:00","Adjusted Merchandise Trade Balance","","¥ -397.800 ","¥ -657.178 ","1"
"Japan","20120724 23:50:00","Exports (YoY)","","-3.000  %","10.000  %","1"
"Japan","20120724 23:50:00","Imports (YoY)","","-3.000  %","9.300  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20120725 00:00:00","Conference Board Australia Leading Index","0.400  %","","-1.400  %","2"
"Australia","20120725 01:30:00","Consumer Price Index (QoQ)","","0.600  %","0.100  %","2"
"Australia","20120725 01:30:00","Consumer Price Index (YoY)","","1.300  %","1.600  %","3"
"Italy","20120725 08:00:00","Consumer Confidence",""," 85.000 "," 85.300 ","1"
"Germany","20120725 08:00:00","IFO - Business Climate",""," 104.700 "," 105.300 ","2"
"Germany","20120725 08:00:00","IFO - Current Assessment",""," 113.000 "," 113.900 ","2"
"Germany","20120725 08:00:00","IFO - Expectations",""," 96.800 "," 97.300 ","2"
"United Kingdom","20120725 08:30:00","Gross Domestic Product (QoQ)","","-0.200  %","-0.300  %","2"
"United Kingdom","20120725 08:30:00","Gross Domestic Product (YoY)","","-0.300  %","-0.200  %","2"
"United Kingdom","20120725 08:30:00","Index of Services (3M/3M)","","0.300  %","0.000  %","1"
"United Kingdom","20120725 10:00:00","CBI Industrial Trends Survey - Orders (MoM)","","-12.000  %","-11.000  %","1"
"United States","20120725 11:00:00","MBA Mortgage Applications","","","16.900  %","1"
"Turkey","20120725 11:30:00","Capacity Utilization","","","74.600  %","1"
"India","20120725 11:30:00","M3 Money Supply","","","13.200  %","1"
"Turkey","20120725 11:30:00","Manufacturing Confidence","",""," 108.100 ","1"
"Belgium","20120725 13:00:00","Leading Indicator","",""," -13.200 ","1"
"United States","20120725 14:00:00","New Home Sales (MoM)",""," 0.370 "," 0.369 ","2"
"United States","20120725 14:00:00","New Home Sales Change (MoM)","","0.800  %","7.600  %","1"
"United States","20120725 14:30:00","EIA Crude Oil Stocks change","",""," -0.809 ","1"
"New Zealand","20120725 21:00:00","RBNZ Interest Rate Decision","","2.500  %","2.500  %","3"
"Korea Republic of","20120725 23:00:00","Gross Domestic Product Growth ","","","0.900  %","1"
"Korea Republic of","20120725 23:00:00","Gross Domestic Product Growth (YoY)","","","2.800  %","1"
"Japan","20120725 23:50:00","Corporate Service Price (YoY)","","0.000  %","0.100  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20120726 00:10:00","BoJ's Governor Shirakawa Speech","","","","1"
"Germany","20120726 06:00:00","Gfk Consumer Confidence Survey",""," 5.800 "," 5.800 ","2"
"European Monetary Union","20120726 07:00:00","EcoFin Meeting","","","","2"
"Sweden","20120726 07:15:00","Consumer Confidence (MoM)","",""," 3.100 ","1"
"Sweden","20120726 07:30:00","Trade Balance (MoM)","",""," 9.800 ","1"
"European Monetary Union","20120726 08:00:00","M3 Money Supply (3m)","","2.900  %","2.800  %","1"
"European Monetary Union","20120726 08:00:00","M3 Money Supply (YoY)","","2.900  %","2.900  %","1"
"Poland","20120726 08:00:00","Retail Sales (YoY)","","","7.700  %","1"
"South Africa","20120726 09:30:00","Producer Price Index (MoM)","","","0.500  %","1"
"South Africa","20120726 09:30:00","Producer Price Index (YoY)","","","6.600  %","1"
"Poland","20120726 12:00:00","Unemployment (MoM)","","","12.600  %","1"
"Brazil","20120726 12:00:00","Unemployment Rate","","","5.800  %","1"
"United States","20120726 12:30:00","Durable Goods Orders","","0.400  %","1.300  %","3"
"United States","20120726 12:30:00","Durable Goods Orders ex Transportation","","0.100  %","0.700  %","2"
"United States","20120726 12:30:00","Initial Jobless Claims",""," 381.000 "," 386.000 ","1"
"United States","20120726 12:30:00","Continuing Jobless Claims",""," 3.310 "," 3.314 ","1"
"Mexico","20120726 13:00:00","Trade Balance s/a, $","","","$ -0.267 ","1"
"Mexico","20120726 13:00:00","Trade Balance, $","","","$ 0.363 ","1"
"United States","20120726 14:00:00","Pending Home Sales (MoM)","","0.200  %","5.900  %","1"
"Korea Republic of","20120726 23:00:00","Current Account Balance","",""," 3.160 ","1"
"Japan","20120726 23:30:00","National Consumer Price Index (YoY)","","0.000  %","0.200  %","2"
"Japan","20120726 23:30:00","National CPI Ex Food, Energy (YoY)","","-0.500  %","-0.600  %","2"
"Japan","20120726 23:30:00","National CPI Ex-Fresh Food (YoY)","","0.000  %","-0.100  %","2"
"Japan","20120726 23:30:00","Tokyo Consumer Price Index (YoY)","","-0.600  %","-0.600  %","1"
"Japan","20120726 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","-1.000  %","-1.000  %","1"
"Japan","20120726 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","-0.600  %","-0.600  %","1"
"Japan","20120726 23:50:00","Retail Trade s.a (MoM)","","0.200  %","0.700  %","1"
"Japan","20120726 23:50:00","Large Retailer's Sales","","-1.600  %","-0.900  %","2"
"Japan","20120726 23:50:00","Retail Trade (YoY)","","1.200  %","3.600  %","2"
"country","date","name","actual","consensus","previous","volatility"
"Finland","20120727 06:00:00","Consumer Confidence","",""," 5.800 ","1"
"Finland","20120727 06:00:00","Industrial Confidence","",""," -6.000 ","1"
"United Kingdom","20120727 06:00:00","Nationwide Housing Prices s.a (MoM)","","","-0.600  %","1"
"United Kingdom","20120727 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","-1.500  %","2"
"France","20120727 06:45:00","Consumer Confidence","",""," 90.000 ","1"
"Switzerland","20120727 07:00:00","KOF Leading Indicator",""," 1.240 "," 1.160 ","2"
"Spain","20120727 07:00:00","Unemployment Survey",""," 24.700 "," 24.400 ","1"
"Sweden","20120727 07:30:00","Retail Sales (MoM)","","","0.400  %","1"
"Sweden","20120727 07:30:00","Retail Sales (YoY)","","","4.600  %","1"
"India","20120727 11:30:00","Bank Loan Growth","","","16.500  %","1"
"India","20120727 11:30:00","FX Reserves, USD","","","$ 286.750 ","1"
"Germany","20120727 12:00:00","Consumer Price Index (MoM)","","0.400  %","0.400  %","2"
"Germany","20120727 12:00:00","Consumer Price Index (YoY)","","1.700  %","1.700  %","3"
"Germany","20120727 12:00:00","Harmonised Index of Consumer Prices (MoM)","","0.400  %","-0.200  %","2"
"Germany","20120727 12:00:00","Harmonised Index of Consumer Prices (YoY)","","1.900  %","2.000  %","3"
"United States","20120727 12:30:00","Gross Domestic Product Annualized","","1.400  %","1.900  %","3"
"United States","20120727 12:30:00","Gross Domestic Purchases Price Index","","1.600  %","2.000  %","3"
"United States","20120727 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","1.400  %","2.600  %","2"
"United States","20120727 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 72.000 ","","2"
"Colombia","20120727 17:00:00","Interest rate","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"Korea Republic of","20120729 21:00:00","BOK Manufacturing BSI","",""," 83.000 ","1"
"New Zealand","20120729 22:45:00","Building Permits s.a. (MoM)","","","-7.100  %","1"
"Japan","20120729 23:15:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","",""," 49.900 ","2"
"Japan","20120729 23:50:00","Industrial Production (YoY)","","-0.300  %","6.000  %","2"
"Japan","20120729 23:50:00","Industrial Production (MoM)","","1.500  %","-3.400  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20120730 04:00:00","Vehicle Production (YoY)","","","59.500  %","1"
"South Africa","20120730 06:00:00","M3 Money Supply (YoY)","","","6.450  %","1"
"South Africa","20120730 06:00:00","Private Sector Credit","","","8.310  %","1"
"Spain","20120730 07:00:00","Gross Domestic Product - Estimated (QoQ)",""," -0.400 "," -0.300 ","1"
"Spain","20120730 07:00:00","Gross Domestic Product - Estimated (YoY)",""," -1.000 "," -0.400 ","1"
"United Kingdom","20120730 07:00:00","Halifax House Prices (MoM)","","","1.000  %","1"
"United Kingdom","20120730 07:00:00","Halifax House Prices (3m/YoY)","","","-0.500  %","1"
"Spain","20120730 07:00:00","HICP (YoY)","","1.900  %","1.800  %","1"
"Denmark","20120730 07:00:00","Industrial Outlook","",""," 1.000 ","1"
"Portugal","20120730 07:30:00","Consumer Confidence","",""," -51.500 ","1"
"Sweden","20120730 07:30:00","Gross Domestic Product (QoQ)","","","0.800  %","1"
"Austria","20120730 08:00:00","Producer Price Index (MoM)","",""," -0.300 ","1"
"Austria","20120730 08:00:00","Producer Price Index (YoY)","",""," 0.600 ","1"
"Austria","20120730 08:00:00","Purchasing Manager Index","","","","1"
"United Kingdom","20120730 08:30:00","Consumer Credit","","£ 0.400 ","£ 0.700 ","1"
"United Kingdom","20120730 08:30:00","M4 Money Supply (MoM)","","","-0.100  %","1"
"United Kingdom","20120730 08:30:00","M4 Money Supply (YoY)","","","-4.100  %","1"
"United Kingdom","20120730 08:30:00","Mortgage Approvals",""," 49.000 "," 51.098 ","2"
"European Monetary Union","20120730 09:00:00","Consumer Confidence",""," -21.600 "," -19.800 ","2"
"European Monetary Union","20120730 09:00:00","Business Climate","",""," -0.940 ","2"
"European Monetary Union","20120730 09:00:00","Economic Sentiment Indicator",""," 88.700 "," 89.900 ","1"
"European Monetary Union","20120730 09:00:00","Industrial Confidence",""," -14.000 "," -12.700 ","1"
"Belgium","20120730 09:30:00","Consumer Price Index (MoM)","","","-0.230  %","1"
"Belgium","20120730 09:30:00","Consumer Price Index (YoY)","","","2.260  %","1"
"United Kingdom","20120730 10:00:00","CBI Distributive Trades Survey - Realized (MoM)","","15.000  %","42.000  %","1"
"France","20120730 10:00:00","French 10-y Bond Auction","","","2.530  %","1"
"Brazil","20120730 11:00:00","Inflation Index/IGP-M","","","0.660  %","1"
"United States","20120730 14:30:00","Dallas Fed Manufacturing Business Index",""," 3.000 "," 5.800 ","1"
"Mexico","20120730 19:30:00","Fiscal Balance, pesos","",""," -16.800 ","1"
"Korea Republic of","20120730 23:00:00","Industrial Output (YoY)","","","2.600  %","1"
"Korea Republic of","20120730 23:00:00","Industrial Output Growth","","","1.100  %","1"
"Korea Republic of","20120730 23:00:00","Service Sector Output","","","0.200  %","1"
"United Kingdom","20120730 23:01:00","Gfk Consumer Confidence",""," -29.000 "," -29.000 ","2"
"Japan","20120730 23:15:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","",""," 49.900 ","2"
"Japan","20120730 23:30:00","Overall Household Spending (YoY)","","2.900  %","4.000  %","2"
"Japan","20120730 23:30:00","Unemployment Rate","","4.400  %","4.400  %","2"
"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20120731 01:00:00","RBNZ Business Confidence","","","12.600  %","2"
"New Zealand","20120731 01:00:00","NBNZ Activity Outlook","","","20.800  %","2"
"Australia","20120731 01:30:00","Building Permits (MoM)","","-14.200  %","27.300  %","1"
"Australia","20120731 01:30:00","Building Permits (YoY)","","","9.300  %","1"
"Japan","20120731 01:30:00","Labor Cash Earnings (YoY)","","","-0.800  %","2"
"Australia","20120731 01:30:00","Private Sector Credit (MoM)","","0.400  %","0.500  %","2"
"Australia","20120731 01:30:00","Private Sector Credit (YoY)","","4.400  %","4.000  %","2"
"New Zealand","20120731 03:00:00","M3 Money Supply (YoY)","","","6.100  %","1"
"Japan","20120731 05:00:00","Annualized Housing Starts",""," 0.915 "," 0.903 ","2"
"Japan","20120731 05:00:00","Construction Orders (YoY)","","","-0.900  %","1"
"Japan","20120731 05:00:00","Housing Starts (YoY)","","9.400  %","9.300  %","2"
"India","20120731 05:30:00","Cash Reserve Ratio","","","4.750  %","1"
"India","20120731 05:30:00","RBI Interest Rate Decision (Repo Rate)","","","8.000  %","1"
"India","20120731 05:30:00","Reserve Repo Rate","","","7.000  %","1"
"Germany","20120731 06:00:00","Retail Sales (MoM)","","0.500  %","-0.300  %","2"
"Germany","20120731 06:00:00","Retail Sales (YoY)","","0.400  %","-1.100  %","1"
"Switzerland","20120731 06:00:00","UBS Consumption Indicator","",""," 1.050 ","2"
"India","20120731 06:30:00","Infrastructure Output (YoY)","","","2.200  %","1"
"France","20120731 06:45:00","Consumer Spending (MoM)","","","0.400  %","1"
"France","20120731 06:45:00","Producer Prices (MoM)","","","-1.000  %","1"
"Hungary","20120731 07:00:00","Producer Price Index (YoY)","","","6.200  %","1"
"Spain","20120731 07:00:00","Retail Sales (YoY)","","","-4.900  %","1"
"Turkey","20120731 07:00:00","Trade Balance","",""," -8.580 ","1"
"Hungary","20120731 07:00:00","Unemployment Rate (3M)","","","11.200  %","1"
"Denmark","20120731 07:30:00","Unemployment Rate","","","4.500  %","1"
"Germany","20120731 07:55:00","Unemployment Change",""," 5.000 "," 7.000 ","2"
"Germany","20120731 07:55:00","Unemployment Rate s.a.","","6.800  %","6.800  %","2"
"Spain","20120731 08:00:00","Current Account Balance","","","€ -1.700 ","1"
"Czech Republic","20120731 08:00:00","M2 Money Supply (YoY)","","","6.100  %","1"
"Italy","20120731 08:00:00","Unemployment","","","10.100  %","1"
"Italy","20120731 09:00:00","Consumer Price Index (MoM)","","","0.200  %","1"
"Italy","20120731 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","0.200  %","1"
"Italy","20120731 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","3.600  %","1"
"Italy","20120731 09:00:00","Consumer Price Index (YoY)","","","3.300  %","1"
"European Monetary Union","20120731 09:00:00","Consumer Price Index (YoY)","","2.400  %","2.400  %","2"
"Greece","20120731 09:00:00","Retail Sales (YoY)","","","-13.500  %","1"
"European Monetary Union","20120731 09:00:00","Unemployment Rate","","11.200  %","11.100  %","2"
"India","20120731 10:30:00","Federal Fiscal Deficit, INR","",""," 5,219.800 ","1"
"South Africa","20120731 12:00:00","Trade Balance (in Rands)","",""," -8.900 ","1"
"Canada","20120731 12:30:00","Gross Domestic Product (MoM)","","0.200  %","0.300  %","2"
"Canada","20120731 12:30:00","Gross Domestic Product (YoY) ","","","2.000  %","2"
"Canada","20120731 12:30:00","Industrial Product Price (MoM)","","","0.000  %","1"
"United States","20120731 12:30:00","Personal Income (MoM)","","0.400  %","0.200  %","2"
"United States","20120731 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","0.200  %","0.100  %","2"
"United States","20120731 12:30:00","Core Personal Consumption Expenditure - Prices Index (YoY)","","1.800  %","1.800  %","2"
"United States","20120731 12:30:00","Personal Consumption Expenditure - Price Index (YoY)","","","1.500  %","2"
"United States","20120731 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","0.000  %","-0.200  %","1"
"United States","20120731 12:30:00","Personal Spending","","0.100  %","0.100  %","2"
"Canada","20120731 12:30:00","Raw Material Price Index","","","-1.000  %","1"
"United States","20120731 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","-1.500  %","-1.900  %","1"
"Brazil","20120731 13:30:00","Nominal Budget Balance","",""," -16.064 ","1"
"Brazil","20120731 13:30:00","Primary Budget Surplus","",""," 2.653 ","1"
"United States","20120731 13:45:00","Chicago Purchasing Managers' Index",""," 52.500 "," 52.900 ","1"
"United States","20120731 14:00:00","Consumer Confidence",""," 61.800 "," 62.000 ","2"
"Colombia","20120731 17:00:00","National Jobless Rate","","","10.700  %","1"
"Korea Republic of","20120731 21:00:00","FX Reserves","",""," 312.380 ","1"
"Korea Republic of","20120731 23:00:00","Consumer Price Index Growth","","","-0.100  %","1"
"Korea Republic of","20120731 23:00:00","Consumer Price Index Growth (YoY)","","","2.500  %","1"
"United Kingdom","20120731 23:01:00","BRC Shop Price Index (MoM)","","","1.100  %","1"
"Australia","20120731 23:30:00","AiG Performance of Mfg Index","",""," 47.200 ","2"
"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20120801 n/a:00","European Council meeting","","","","2"
"Korea Republic of","20120801 00:00:00","Export Price Growth (YoY)","","","2.200  %","1"
"Korea Republic of","20120801 00:00:00","HSBC/Markit Manufacturing PMI","",""," 51.030 ","1"
"Korea Republic of","20120801 00:00:00","Import Price Growth (YoY)","","","-1.200  %","1"
"Switzerland","20120801 n/a:00","National Holiday","","","","0"
"Argentina","20120801 00:00:00","Tax Revenue (MoM)","","","","1"
"Korea Republic of","20120801 00:00:00","Trade Balance","","","$ 5.000 ","1"
"China","20120801 01:00:00","NBS Manufacturing PMI",""," 50.300 "," 50.200 ","2"
"Australia","20120801 01:30:00","House Price Index (QoQ)","","-0.500  %","-1.100  %","2"
"Australia","20120801 01:30:00","House Price Index (YoY)","","","-4.500  %","2"
